,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
540,541,2012-06-24,3,1,6,0,0,0,1.0,0.743333,0.674254,0.479167,0.145525,18.0,123.0,152.0,11.546751826917545
541,542,2012-06-25,3,1,6,0,1,1,1.0,0.715833,0.654042,0.504167,0.300383,18.0,123.0,152.0,11.546751826917545
542,543,2012-06-26,3,1,6,0,2,1,1.0,0.630833,0.594704,0.373333,0.347642,18.0,123.0,152.0,11.546751826917545
543,544,2012-06-27,3,1,6,0,3,1,1.0,0.6975,0.640792,0.36,0.271775,18.0,123.0,152.0,11.546751826917545
544,545,2012-06-28,3,1,6,0,4,1,1.0,0.749167,0.675512,0.4225,0.17165,18.0,123.0,152.0,11.546751826917545
545,546,2012-06-29,3,1,6,0,5,1,1.0,0.834167,0.786613,0.48875,0.165417,18.0,123.0,152.0,11.546751826917545
546,547,2012-06-30,3,1,6,0,6,0,1.0,0.765,0.687508,0.60125,0.161071,18.0,123.0,152.0,11.546751826917545
547,548,2012-07-01,3,1,7,0,0,0,1.0,0.815833,0.750629,0.51875,0.168529,18.0,123.0,152.0,11.546751826917545
548,549,2012-07-02,3,1,7,0,1,1,1.0,0.781667,0.702038,0.447083,0.195267,18.0,123.0,152.0,11.546751826917545
549,550,2012-07-03,3,1,7,0,2,1,1.0,0.780833,0.70265,0.492083,0.126237,18.0,123.0,152.0,11.546751826917545
550,551,2012-07-04,3,1,7,1,3,0,1.0,0.789167,0.732337,0.53875,0.13495,18.0,123.0,152.0,11.546751826917545
551,552,2012-07-05,3,1,7,0,4,1,1.0,0.8275,0.761367,0.457917,0.194029,18.0,123.0,152.0,11.546751826917545
552,553,2012-07-06,3,1,7,0,5,1,1.0,0.828333,0.752533,0.450833,0.146142,18.0,123.0,152.0,11.546751826917545
553,554,2012-07-07,3,1,7,0,6,0,1.0,0.861667,0.804913,0.492083,0.163554,18.0,123.0,152.0,11.546751826917545
554,555,2012-07-08,3,1,7,0,0,0,1.0,0.8225,0.790396,0.57375,0.125629,18.0,123.0,152.0,11.546751826917545
555,556,2012-07-09,3,1,7,0,1,1,2.0,0.710833,0.654054,0.683333,0.180975,18.0,123.0,152.0,11.546751826917545
556,557,2012-07-10,3,1,7,0,2,1,2.0,0.720833,0.664796,0.6675,0.151737,18.0,123.0,152.0,11.546751826917545
557,558,2012-07-11,3,1,7,0,3,1,1.0,0.716667,0.650271,0.633333,0.151733,18.0,123.0,152.0,11.546751826917545
558,559,2012-07-12,3,1,7,0,4,1,1.0,0.715833,0.654683,0.529583,0.146775,18.0,123.0,152.0,11.546751826917545
559,560,2012-07-13,3,1,7,0,5,1,2.0,0.731667,0.667933,0.485833,0.08085,18.0,123.0,152.0,11.546751826917545
560,561,2012-07-14,3,1,7,0,6,0,2.0,0.703333,0.666042,0.699167,0.143679,18.0,123.0,152.0,11.546751826917545
561,562,2012-07-15,3,1,7,0,0,0,1.0,0.745833,0.705196,0.717917,0.166667,18.0,123.0,152.0,11.546751826917545
562,563,2012-07-16,3,1,7,0,1,1,1.0,0.763333,0.724125,0.645,0.164187,18.0,123.0,152.0,11.546751826917545
563,564,2012-07-17,3,1,7,0,2,1,1.0,0.818333,0.755683,0.505833,0.114429,18.0,123.0,152.0,11.546751826917545
564,565,2012-07-18,3,1,7,0,3,1,1.0,0.793333,0.745583,0.577083,0.137442,18.0,123.0,152.0,11.546751826917545
565,566,2012-07-19,3,1,7,0,4,1,1.0,0.77,0.714642,0.600417,0.165429,18.0,123.0,152.0,11.546751826917545
566,567,2012-07-20,3,1,7,0,5,1,2.0,0.665833,0.613025,0.844167,0.208967,18.0,123.0,152.0,11.546751826917545
567,568,2012-07-21,3,1,7,0,6,0,3.0,0.595833,0.549912,0.865417,0.2133,18.0,123.0,152.0,11.546751826917545
568,569,2012-07-22,3,1,7,0,0,0,2.0,0.6675,0.623125,0.7625,0.0939208,18.0,123.0,152.0,11.546751826917545
569,570,2012-07-23,3,1,7,0,1,1,1.0,0.741667,0.690017,0.694167,0.138683,18.0,123.0,152.0,11.546751826917545
570,571,2012-07-24,3,1,7,0,2,1,1.0,0.750833,0.70645,0.655,0.211454,18.0,123.0,152.0,11.546751826917545
571,572,2012-07-25,3,1,7,0,3,1,1.0,0.724167,0.654054,0.45,0.1648,18.0,123.0,152.0,11.546751826917545
572,573,2012-07-26,3,1,7,0,4,1,1.0,0.776667,0.739263,0.596667,0.284813,18.0,123.0,152.0,11.546751826917545
573,574,2012-07-27,3,1,7,0,5,1,1.0,0.781667,0.734217,0.594583,0.152992,18.0,123.0,152.0,11.546751826917545
574,575,2012-07-28,3,1,7,0,6,0,1.0,0.755833,0.697604,0.613333,0.15735,18.0,123.0,152.0,11.546751826917545
575,576,2012-07-29,3,1,7,0,0,0,1.0,0.721667,0.667933,0.62375,0.170396,18.0,123.0,152.0,11.546751826917545
576,577,2012-07-30,3,1,7,0,1,1,1.0,0.730833,0.684987,0.66875,0.153617,18.0,123.0,152.0,11.546751826917545
577,578,2012-07-31,3,1,7,0,2,1,1.0,0.713333,0.662896,0.704167,0.165425,18.0,123.0,152.0,11.546751826917545
578,579,2012-08-01,3,1,8,0,3,1,1.0,0.7175,0.667308,0.6775,0.141179,18.0,123.0,152.0,11.546751826917545
579,580,2012-08-02,3,1,8,0,4,1,1.0,0.7525,0.707088,0.659583,0.129354,18.0,123.0,152.0,11.546751826917545
580,581,2012-08-03,3,1,8,0,5,1,2.0,0.765833,0.722867,0.6425,0.215792,18.0,123.0,152.0,11.546751826917545
581,582,2012-08-04,3,1,8,0,6,0,1.0,0.793333,0.751267,0.613333,0.257458,18.0,123.0,152.0,11.546751826917545
582,583,2012-08-05,3,1,8,0,0,0,1.0,0.769167,0.731079,0.6525,0.290421,18.0,123.0,152.0,11.546751826917545
583,584,2012-08-06,3,1,8,0,1,1,2.0,0.7525,0.710246,0.654167,0.129354,18.0,123.0,152.0,11.546751826917545
584,585,2012-08-07,3,1,8,0,2,1,2.0,0.735833,0.697621,0.70375,0.116908,18.0,123.0,152.0,11.546751826917545
585,586,2012-08-08,3,1,8,0,3,1,2.0,0.75,0.707717,0.672917,0.1107,18.0,123.0,152.0,11.546751826917545
586,587,2012-08-09,3,1,8,0,4,1,1.0,0.755833,0.699508,0.620417,0.1561,18.0,123.0,152.0,11.546751826917545
587,588,2012-08-10,3,1,8,0,5,1,2.0,0.715833,0.667942,0.715833,0.238813,18.0,123.0,152.0,11.546751826917545
588,589,2012-08-11,3,1,8,0,6,0,2.0,0.6925,0.638267,0.732917,0.206479,18.0,123.0,152.0,11.546751826917545
589,590,2012-08-12,3,1,8,0,0,0,1.0,0.700833,0.644579,0.530417,0.122512,18.0,123.0,152.0,11.546751826917545
590,591,2012-08-13,3,1,8,0,1,1,1.0,0.720833,0.662254,0.545417,0.136212,18.0,123.0,152.0,11.546751826917545
591,592,2012-08-14,3,1,8,0,2,1,1.0,0.726667,0.676779,0.686667,0.169158,18.0,123.0,152.0,11.546751826917545
592,593,2012-08-15,3,1,8,0,3,1,1.0,0.706667,0.654037,0.619583,0.169771,18.0,123.0,152.0,11.546751826917545
593,594,2012-08-16,3,1,8,0,4,1,1.0,0.719167,0.654688,0.519167,0.141796,18.0,123.0,152.0,11.546751826917545
594,595,2012-08-17,3,1,8,0,5,1,1.0,0.723333,0.2424,0.570833,0.231354,18.0,123.0,152.0,11.546751826917545
595,596,2012-08-18,3,1,8,0,6,0,1.0,0.678333,0.618071,0.603333,0.177867,18.0,123.0,152.0,11.546751826917545
596,597,2012-08-19,3,1,8,0,0,0,2.0,0.635833,0.603554,0.711667,0.08645,18.0,123.0,152.0,11.546751826917545
597,598,2012-08-20,3,1,8,0,1,1,2.0,0.635833,0.595967,0.734167,0.129979,18.0,123.0,152.0,11.546751826917545
598,599,2012-08-21,3,1,8,0,2,1,1.0,0.649167,0.601025,0.67375,0.0727708,18.0,123.0,152.0,11.546751826917545
599,600,2012-08-22,3,1,8,0,3,1,1.0,0.6675,0.621854,0.677083,0.0702833,18.0,123.0,152.0,11.546751826917545
600,601,2012-08-23,3,1,8,0,4,1,1.0,0.695833,0.637008,0.635833,0.0845958,18.0,123.0,152.0,11.546751826917545
601,602,2012-08-24,3,1,8,0,5,1,2.0,0.7025,0.6471,0.615,0.0721458,18.0,123.0,152.0,11.546751826917545
602,603,2012-08-25,3,1,8,0,6,0,2.0,0.661667,0.618696,0.712917,0.244408,18.0,123.0,152.0,11.546751826917545
603,604,2012-08-26,3,1,8,0,0,0,2.0,0.653333,0.595996,0.845833,0.228858,18.0,123.0,152.0,11.546751826917545
604,605,2012-08-27,3,1,8,0,1,1,1.0,0.703333,0.654688,0.730417,0.128733,18.0,123.0,152.0,11.546751826917545
605,606,2012-08-28,3,1,8,0,2,1,1.0,0.728333,0.66605,0.62,0.190925,18.0,123.0,152.0,11.546751826917545
606,607,2012-08-29,3,1,8,0,3,1,1.0,0.685,0.635733,0.552083,0.112562,18.0,123.0,152.0,11.546751826917545
607,608,2012-08-30,3,1,8,0,4,1,1.0,0.706667,0.652779,0.590417,0.0771167,18.0,123.0,152.0,11.546751826917545
608,609,2012-08-31,3,1,8,0,5,1,1.0,0.764167,0.6894,0.5875,0.168533,18.0,123.0,152.0,11.546751826917545
609,610,2012-09-01,3,1,9,0,6,0,2.0,0.753333,0.702654,0.638333,0.113187,18.0,123.0,152.0,11.546751826917545
610,611,2012-09-02,3,1,9,0,0,0,2.0,0.696667,0.649,0.815,0.0640708,18.0,123.0,152.0,11.546751826917545
611,612,2012-09-03,3,1,9,1,1,0,1.0,0.7075,0.661629,0.790833,0.151121,18.0,123.0,152.0,11.546751826917545
612,613,2012-09-04,3,1,9,0,2,1,1.0,0.725833,0.686888,0.755,0.236321,18.0,123.0,152.0,11.546751826917545
613,614,2012-09-05,3,1,9,0,3,1,1.0,0.736667,0.708983,0.74125,0.187808,18.0,123.0,152.0,11.546751826917545
614,615,2012-09-06,3,1,9,0,4,1,2.0,0.696667,0.655329,0.810417,0.142421,611.0,123.0,152.0,11.546751826917545
615,616,2012-09-07,3,1,9,0,5,1,1.0,0.703333,0.657204,0.73625,0.171646,18.0,123.0,152.0,11.546751826917545
616,617,2012-09-08,3,1,9,0,6,0,2.0,0.659167,0.611121,0.799167,0.281104,18.0,123.0,152.0,11.546751826917545
617,618,2012-09-09,3,1,9,0,0,0,1.0,0.61,0.578925,0.5475,0.224496,18.0,123.0,152.0,11.546751826917545
618,619,2012-09-10,3,1,9,0,1,1,1.0,0.583333,0.565654,0.50375,0.258713,18.0,123.0,152.0,11.546751826917545
619,620,2012-09-11,3,1,9,0,2,1,1.0,0.5775,0.554292,0.52,0.0920542,18.0,123.0,152.0,11.546751826917545
620,621,2012-09-12,3,1,9,0,3,1,1.0,0.599167,0.570075,0.577083,0.131846,18.0,123.0,152.0,11.546751826917545
621,622,2012-09-13,3,1,9,0,4,1,1.0,0.6125,0.579558,0.637083,0.0827208,18.0,123.0,152.0,11.546751826917545
622,623,2012-09-14,3,1,9,0,5,1,1.0,0.633333,0.594083,0.6725,0.103863,18.0,123.0,152.0,11.546751826917545
623,624,2012-09-15,3,1,9,0,6,0,1.0,0.608333,0.585867,0.501667,0.247521,18.0,123.0,152.0,11.546751826917545
624,625,2012-09-16,3,1,9,0,0,0,1.0,0.58,0.563125,0.57,0.0901833,18.0,123.0,152.0,11.546751826917545
625,626,2012-09-17,3,1,9,0,1,1,2.0,0.580833,0.55305,0.734583,0.151742,18.0,123.0,152.0,11.546751826917545
626,627,2012-09-18,3,1,9,0,2,1,2.0,0.623333,0.565067,0.8725,0.357587,371.0,123.0,152.0,11.546751826917545
627,628,2012-09-19,3,1,9,0,3,1,1.0,0.5525,0.540404,0.536667,0.215175,18.0,123.0,152.0,11.546751826917545
628,629,2012-09-20,3,1,9,0,4,1,1.0,0.546667,0.532192,0.618333,0.118167,18.0,123.0,152.0,11.546751826917545
629,630,2012-09-21,3,1,9,0,5,1,1.0,0.599167,0.571971,0.66875,0.154229,18.0,123.0,152.0,11.546751826917545
630,631,2012-09-22,3,1,9,0,6,0,1.0,0.65,0.610488,0.646667,0.283583,18.0,123.0,152.0,11.546751826917545
631,632,2012-09-23,4,1,9,0,0,0,1.0,0.529167,0.518933,0.467083,0.223258,18.0,123.0,152.0,11.546751826917545
632,633,2012-09-24,4,1,9,0,1,1,1.0,0.514167,0.502513,0.492917,0.142404,18.0,123.0,152.0,11.546751826917545
633,634,2012-09-25,4,1,9,0,2,1,1.0,0.55,0.544179,0.57,0.236321,18.0,123.0,152.0,11.546751826917545
634,635,2012-09-26,4,1,9,0,3,1,1.0,0.635,0.596613,0.630833,0.2444,18.0,123.0,152.0,11.546751826917545
635,636,2012-09-27,4,1,9,0,4,1,2.0,0.65,0.607975,0.690833,0.134342,18.0,123.0,152.0,11.546751826917545
636,637,2012-09-28,4,1,9,0,5,1,2.0,0.619167,0.585863,0.69,0.164179,18.0,123.0,152.0,11.546751826917545
637,638,2012-09-29,4,1,9,0,6,0,1.0,0.5425,0.530296,0.542917,0.227604,18.0,123.0,152.0,11.546751826917545
638,639,2012-09-30,4,1,9,0,0,0,1.0,0.526667,0.517663,0.583333,0.134958,18.0,123.0,152.0,11.546751826917545
639,640,2012-10-01,4,1,10,0,1,1,2.0,0.520833,0.512,0.649167,0.0908042,18.0,123.0,152.0,11.546751826917545
640,641,2012-10-02,4,1,10,0,2,1,3.0,0.590833,0.542333,0.871667,0.104475,315.0,123.0,152.0,11.546751826917545
641,642,2012-10-03,4,1,10,0,3,1,2.0,0.6575,0.599133,0.79375,0.0665458,18.0,123.0,152.0,11.546751826917545
642,643,2012-10-04,4,1,10,0,4,1,2.0,0.6575,0.607975,0.722917,0.117546,18.0,123.0,152.0,11.546751826917545
643,644,2012-10-05,4,1,10,0,5,1,1.0,0.615,0.580187,0.6275,0.10635,18.0,123.0,152.0,11.546751826917545
644,645,2012-10-06,4,1,10,0,6,0,1.0,0.554167,0.538521,0.664167,0.268025,18.0,123.0,152.0,11.546751826917545
645,646,2012-10-07,4,1,10,0,0,0,2.0,0.415833,0.419813,0.708333,0.141162,18.0,123.0,152.0,11.546751826917545
646,647,2012-10-08,4,1,10,1,1,0,2.0,0.383333,0.387608,0.709583,0.189679,18.0,123.0,152.0,11.546751826917545
647,648,2012-10-09,4,1,10,0,2,1,2.0,0.446667,0.438112,0.761667,0.1903,601.0,123.0,152.0,11.546751826917545
648,649,2012-10-10,4,1,10,0,3,1,1.0,0.514167,0.503142,0.630833,0.187821,18.0,123.0,152.0,11.546751826917545
649,650,2012-10-11,4,1,10,0,4,1,1.0,0.435,0.431167,0.463333,0.181596,18.0,123.0,152.0,11.546751826917545
650,651,2012-10-12,4,1,10,0,5,1,1.0,0.4375,0.433071,0.539167,0.235092,18.0,123.0,152.0,11.546751826917545
651,652,2012-10-13,4,1,10,0,6,0,1.0,0.393333,0.391396,0.494583,0.146142,18.0,123.0,152.0,11.546751826917545
652,653,2012-10-14,4,1,10,0,0,0,1.0,0.521667,0.508204,0.640417,0.278612,18.0,123.0,152.0,11.546751826917545
653,654,2012-10-15,4,1,10,0,1,1,2.0,0.561667,0.53915,0.7075,0.296037,18.0,123.0,152.0,11.546751826917545
654,655,2012-10-16,4,1,10,0,2,1,1.0,0.468333,0.460846,0.558333,0.182221,18.0,123.0,152.0,11.546751826917545
655,656,2012-10-17,4,1,10,0,3,1,1.0,0.455833,0.450108,0.692917,0.101371,18.0,123.0,152.0,11.546751826917545
656,657,2012-10-18,4,1,10,0,4,1,2.0,0.5225,0.512625,0.728333,0.236937,18.0,123.0,152.0,11.546751826917545
657,658,2012-10-19,4,1,10,0,5,1,2.0,0.563333,0.537896,0.815,0.134954,18.0,123.0,152.0,11.546751826917545
658,659,2012-10-20,4,1,10,0,6,0,1.0,0.484167,0.472842,0.572917,0.117537,18.0,123.0,152.0,11.546751826917545
659,660,2012-10-21,4,1,10,0,0,0,1.0,0.464167,0.456429,0.51,0.166054,18.0,123.0,152.0,11.546751826917545
660,661,2012-10-22,4,1,10,0,1,1,1.0,0.4875,0.482942,0.568333,0.0814833,18.0,123.0,152.0,11.546751826917545
661,662,2012-10-23,4,1,10,0,2,1,1.0,0.544167,0.530304,0.641667,0.0945458,18.0,123.0,152.0,11.546751826917545
662,663,2012-10-24,4,1,10,0,3,1,1.0,0.5875,0.558721,0.63625,0.0727792,18.0,123.0,152.0,11.546751826917545
663,664,2012-10-25,4,1,10,0,4,1,2.0,0.55,0.529688,0.800417,0.124375,18.0,123.0,152.0,11.546751826917545
664,665,2012-10-26,4,1,10,0,5,1,2.0,0.545833,0.52275,0.807083,0.132467,18.0,123.0,152.0,11.546751826917545
665,666,2012-10-27,4,1,10,0,6,0,2.0,0.53,0.515133,0.72,0.235692,18.0,123.0,152.0,11.546751826917545
666,667,2012-10-28,4,1,10,0,0,0,2.0,0.4775,0.467771,0.694583,0.398008,18.0,123.0,152.0,11.546751826917545
667,668,2012-10-29,4,1,10,0,1,1,3.0,0.44,0.4394,0.88,0.3582,2.0,20.0,22.0,11.546751826917545
668,669,2012-10-30,4,1,10,0,2,1,2.0,0.318182,0.309909,0.825455,0.213009,87.0,1009.0,1096.0,11.546751826917545
669,670,2012-10-31,4,1,10,0,3,1,2.0,0.3575,0.3611,0.666667,0.166667,419.0,123.0,152.0,11.546751826917545
670,671,2012-11-01,4,1,11,0,4,1,2.0,0.365833,0.369942,0.581667,0.157346,466.0,123.0,152.0,11.546751826917545
671,672,2012-11-02,4,1,11,0,5,1,1.0,0.355,0.356042,0.522083,0.266175,618.0,123.0,152.0,11.546751826917545
672,673,2012-11-03,4,1,11,0,6,0,2.0,0.343333,0.323846,0.49125,0.270529,18.0,123.0,152.0,11.546751826917545
673,674,2012-11-04,4,1,11,0,0,0,1.0,0.325833,0.329538,0.532917,0.179108,18.0,123.0,152.0,11.546751826917545
674,675,2012-11-05,4,1,11,0,1,1,1.0,0.319167,0.308075,0.494167,0.236325,378.0,123.0,152.0,11.546751826917545
675,676,2012-11-06,4,1,11,0,2,1,1.0,0.280833,0.281567,0.567083,0.173513,466.0,123.0,152.0,11.546751826917545
676,677,2012-11-07,4,1,11,0,3,1,2.0,0.295833,0.274621,0.5475,0.304108,326.0,123.0,152.0,11.546751826917545
677,678,2012-11-08,4,1,11,0,4,1,1.0,0.352174,0.341891,0.333478,0.347835,340.0,123.0,152.0,11.546751826917545
678,679,2012-11-09,4,1,11,0,5,1,1.0,0.361667,0.355413,0.540833,0.214558,709.0,123.0,152.0,11.546751826917545
679,680,2012-11-10,4,1,11,0,6,0,1.0,0.389167,0.393937,0.645417,0.0578458,18.0,123.0,152.0,11.546751826917545
680,681,2012-11-11,4,1,11,0,0,0,1.0,0.420833,0.421713,0.659167,0.1275,18.0,123.0,152.0,11.546751826917545
681,682,2012-11-12,4,1,11,1,1,0,1.0,0.485,0.475383,0.741667,0.173517,18.0,123.0,152.0,11.546751826917545
682,683,2012-11-13,4,1,11,0,2,1,2.0,0.343333,0.323225,0.662917,0.342046,327.0,123.0,152.0,11.546751826917545
683,684,2012-11-14,4,1,11,0,3,1,1.0,0.289167,0.281563,0.552083,0.199625,373.0,123.0,152.0,11.546751826917545
684,685,2012-11-15,4,1,11,0,4,1,2.0,0.321667,0.324492,0.620417,0.152987,320.0,123.0,152.0,11.546751826917545
685,686,2012-11-16,4,1,11,0,5,1,1.0,0.345,0.347204,0.524583,0.171025,484.0,123.0,152.0,11.546751826917545
686,687,2012-11-17,4,1,11,0,6,0,1.0,0.325,0.326383,0.545417,0.179729,18.0,123.0,152.0,11.546751826917545
687,688,2012-11-18,4,1,11,0,0,0,1.0,0.3425,0.337746,0.692917,0.227612,18.0,123.0,152.0,11.546751826917545
688,689,2012-11-19,4,1,11,0,1,1,2.0,0.380833,0.375621,0.623333,0.235067,449.0,123.0,152.0,11.546751826917545
689,690,2012-11-20,4,1,11,0,2,1,2.0,0.374167,0.380667,0.685,0.082725,534.0,123.0,152.0,11.546751826917545
690,691,2012-11-21,4,1,11,0,3,1,1.0,0.353333,0.364892,0.61375,0.103246,615.0,123.0,152.0,11.546751826917545
691,692,2012-11-22,4,1,11,1,4,0,1.0,0.34,0.350371,0.580417,0.0528708,18.0,1470.0,2425.0,11.546751826917545
692,693,2012-11-23,4,1,11,0,5,1,1.0,0.368333,0.378779,0.56875,0.148021,18.0,2307.0,152.0,11.546751826917545
693,694,2012-11-24,4,1,11,0,6,0,1.0,0.278333,0.248742,0.404583,0.376871,532.0,1745.0,2277.0,11.546751826917545
694,695,2012-11-25,4,1,11,0,0,0,1.0,0.245833,0.257583,0.468333,0.1505,309.0,2115.0,2424.0,11.546751826917545
695,696,2012-11-26,4,1,11,0,1,1,1.0,0.313333,0.339004,0.535417,0.04665,337.0,123.0,152.0,11.546751826917545
696,697,2012-11-27,4,1,11,0,2,1,2.0,0.291667,0.281558,0.786667,0.237562,123.0,123.0,152.0,11.546751826917545
697,698,2012-11-28,4,1,11,0,3,1,1.0,0.296667,0.289762,0.50625,0.210821,198.0,123.0,152.0,11.546751826917545
698,699,2012-11-29,4,1,11,0,4,1,1.0,0.28087,0.298422,0.555652,0.115522,243.0,123.0,152.0,11.546751826917545
699,700,2012-11-30,4,1,11,0,5,1,1.0,0.298333,0.323867,0.649583,0.0584708,362.0,123.0,152.0,11.546751826917545
700,701,2012-12-01,4,1,12,0,6,0,2.0,0.298333,0.316904,0.806667,0.0597042,18.0,123.0,152.0,11.546751826917545
701,702,2012-12-02,4,1,12,0,0,0,2.0,0.3475,0.359208,0.823333,0.124379,18.0,123.0,152.0,11.546751826917545
702,703,2012-12-03,4,1,12,0,1,1,1.0,0.4525,0.455796,0.7675,0.0827208,555.0,123.0,152.0,11.546751826917545
703,704,2012-12-04,4,1,12,0,2,1,1.0,0.475833,0.469054,0.73375,0.174129,551.0,123.0,152.0,11.546751826917545
704,705,2012-12-05,4,1,12,0,3,1,1.0,0.438333,0.428012,0.485,0.324021,331.0,123.0,152.0,11.546751826917545
705,706,2012-12-06,4,1,12,0,4,1,1.0,0.255833,0.258204,0.50875,0.174754,340.0,123.0,152.0,11.546751826917545
706,707,2012-12-07,4,1,12,0,5,1,2.0,0.320833,0.321958,0.764167,0.1306,349.0,123.0,152.0,11.546751826917545
707,708,2012-12-08,4,1,12,0,6,0,2.0,0.381667,0.389508,0.91125,0.101379,18.0,123.0,152.0,11.546751826917545
708,709,2012-12-09,4,1,12,0,0,0,2.0,0.384167,0.390146,0.905417,0.157975,441.0,123.0,152.0,11.546751826917545
709,710,2012-12-10,4,1,12,0,1,1,2.0,0.435833,0.435575,0.925,0.190308,329.0,123.0,152.0,11.546751826917545
710,711,2012-12-11,4,1,12,0,2,1,2.0,0.353333,0.338363,0.596667,0.296037,282.0,123.0,152.0,11.546751826917545
711,712,2012-12-12,4,1,12,0,3,1,2.0,0.2975,0.297338,0.538333,0.162937,310.0,123.0,152.0,11.546751826917545
712,713,2012-12-13,4,1,12,0,4,1,1.0,0.295833,0.294188,0.485833,0.174129,425.0,123.0,152.0,11.546751826917545
713,714,2012-12-14,4,1,12,0,5,1,1.0,0.281667,0.294192,0.642917,0.131229,429.0,123.0,152.0,11.546751826917545
714,715,2012-12-15,4,1,12,0,6,0,1.0,0.324167,0.338383,0.650417,0.10635,18.0,123.0,152.0,11.546751826917545
715,716,2012-12-16,4,1,12,0,0,0,2.0,0.3625,0.369938,0.83875,0.100742,538.0,123.0,152.0,11.546751826917545
716,717,2012-12-17,4,1,12,0,1,1,2.0,0.393333,0.4015,0.907083,0.0982583,212.0,123.0,152.0,11.546751826917545
717,718,2012-12-18,4,1,12,0,2,1,1.0,0.410833,0.409708,0.66625,0.221404,433.0,123.0,152.0,11.546751826917545
718,719,2012-12-19,4,1,12,0,3,1,1.0,0.3325,0.342162,0.625417,0.184092,333.0,123.0,152.0,11.546751826917545
719,720,2012-12-20,4,1,12,0,4,1,2.0,0.33,0.335217,0.667917,0.132463,314.0,123.0,152.0,11.546751826917545
720,721,2012-12-21,1,1,12,0,5,1,2.0,0.326667,0.301767,0.556667,0.374383,221.0,123.0,152.0,11.546751826917545
721,722,2012-12-22,1,1,12,0,6,0,1.0,0.265833,0.236113,0.44125,0.407346,205.0,1544.0,1749.0,11.546751826917545
722,723,2012-12-23,1,1,12,0,0,0,1.0,0.245833,0.259471,0.515417,0.133083,408.0,1379.0,1787.0,11.546751826917545
723,724,2012-12-24,1,1,12,0,1,1,2.0,0.231304,0.2589,0.791304,0.0772304,174.0,746.0,920.0,11.546751826917545
724,725,2012-12-25,1,1,12,1,2,0,2.0,0.291304,0.294465,0.734783,0.168726,440.0,573.0,1013.0,11.546751826917545
725,726,2012-12-26,1,1,12,0,3,1,3.0,0.243333,0.220333,0.823333,0.316546,9.0,432.0,441.0,11.546751826917545
726,727,2012-12-27,1,1,12,0,4,1,2.0,0.254167,0.226642,0.652917,0.350133,247.0,1867.0,2114.0,11.546751826917545
727,728,2012-12-28,1,1,12,0,5,1,2.0,0.253333,0.255046,0.59,0.155471,644.0,2451.0,3095.0,11.546751826917545
728,729,2012-12-29,1,1,12,0,6,0,2.0,0.253333,0.2424,0.752917,0.124383,159.0,1182.0,1341.0,11.546751826917545
729,730,2012-12-30,1,1,12,0,0,0,1.0,0.255833,0.2317,0.483333,0.350754,364.0,1432.0,1796.0,11.546751826917545
730,731,2012-12-31,1,1,12,0,1,1,2.0,0.215833,0.223487,0.5775,0.154846,439.0,2290.0,2729.0,11.546751826917545
731,1,2011-01-01,1,0,1,0,6,0,1.0,0.24,0.2879,0.81,0.0,3.0,13.0,16.0,0.0
732,2,2011-01-01,1,0,1,0,6,0,1.0,0.22,0.2727,0.8,0.0,8.0,32.0,40.0,1.0
733,3,2011-01-01,1,0,1,0,6,0,1.0,0.22,0.2727,0.8,0.0,5.0,27.0,32.0,2.0
734,4,2011-01-01,1,0,1,0,6,0,1.0,0.24,0.2879,0.75,0.0,3.0,10.0,13.0,3.0
735,5,2011-01-01,1,0,1,0,6,0,1.0,0.24,0.2879,0.75,0.0,0.0,1.0,1.0,4.0
736,6,2011-01-01,1,0,1,0,6,0,2.0,0.24,0.2576,0.75,0.0896,0.0,1.0,1.0,5.0
737,7,2011-01-01,1,0,1,0,6,0,1.0,0.22,0.2727,0.8,0.0,2.0,0.0,2.0,6.0
738,8,2011-01-01,1,0,1,0,6,0,1.0,0.2,0.2576,0.86,0.0,1.0,2.0,3.0,7.0
739,9,2011-01-01,1,0,1,0,6,0,1.0,0.24,0.2879,0.75,0.0,1.0,7.0,8.0,8.0
740,10,2011-01-01,1,0,1,0,6,0,1.0,0.32,0.3485,0.76,0.0,8.0,6.0,14.0,9.0
741,11,2011-01-01,1,0,1,0,6,0,1.0,0.38,0.3939,0.76,0.2537,12.0,24.0,36.0,10.0
742,12,2011-01-01,1,0,1,0,6,0,1.0,0.36,0.3333,0.81,0.2836,26.0,30.0,56.0,11.0
743,13,2011-01-01,1,0,1,0,6,0,1.0,0.42,0.4242,0.77,0.2836,29.0,55.0,84.0,12.0
744,14,2011-01-01,1,0,1,0,6,0,2.0,0.46,0.4545,0.72,0.2985,47.0,47.0,94.0,13.0
745,15,2011-01-01,1,0,1,0,6,0,2.0,0.46,0.4545,0.72,0.2836,35.0,71.0,106.0,14.0
746,16,2011-01-01,1,0,1,0,6,0,2.0,0.44,0.4394,0.77,0.2985,40.0,70.0,110.0,15.0
747,17,2011-01-01,1,0,1,0,6,0,2.0,0.42,0.4242,0.82,0.2985,41.0,52.0,93.0,16.0
748,18,2011-01-01,1,0,1,0,6,0,2.0,0.44,0.4394,0.82,0.2836,15.0,52.0,67.0,17.0
